sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,asphalt,brick,transition
2,1775669114448,-5786,-48647,17075,-2061059,1176526,-1037249,0,0,0,241,413,231,331,359,375,331,286,277,134,130,205,0,,,
1,1775669114464,-2167,-134,12596,1574810,-130725,469144,0,0,0,415,418,225,472,352,516,401,193,402,277,178,550,0,,,
2,1775669114464,-13476,-46350,16410,40317,510683,-2010968,0,0,0,231,410,232,330,363,377,332,319,273,135,148,197,0,,,
1,1775669114480,-2067,-277,12983,1953547,-155159,450818,0,0,0,412,433,219,471,368,520,364,186,406,271,178,558,0,,,
2,1775669114480,-11658,-37405,18937,1602910,-871093,-1545489,0,0,0,224,396,215,326,358,361,363,391,259,150,193,188,0,,,
1,1775669114496,-2646,-253,13720,2475225,-237015,471587,0,0,0,414,433,210,463,377,519,323,176,419,266,176,559,0,,,
2,1775669114496,-23,-4503,21162,2857627,-2357939,-401949,0,0,0,225,370,193,318,340,342,410,446,251,174,250,185,0,,,
1,1775669114512,-3670,-148,14879,3087312,-282219,615752,0,0,0,429,416,216,458,385,523,271,171,431,241,168,551,0,,,
2,1775669114512,8552,24790,13816,3282789,-3711617,862541,0,0,0,230,349,180,312,324,340,446,467,258,192,301,183,0,,,
1,1775669114528,-4718,52,16731,3896098,-212581,888198,0,0,0,434,409,225,438,409,518,211,164,431,209,156,533,0,,,
2,1775669114528,4824,16171,6752,4075692,-4058588,1574810,0,0,0,236,352,177,318,321,346,472,491,260,224,355,181,0,,,
1,1775669114544,-6728,311,19100,4869817,-73303,1263269,0,0,0,424,387,216,410,383,480,196,149,426,193,128,493,0,,,
2,1775669114544,-6441,-2900,15132,5453804,-2306627,1306029,0,0,0,251,366,204,340,328,366,495,504,272,295,405,194,0,,,
1,1775669114560,-9399,124,22177,5867971,118507,1827708,0,0,0,400,376,199,422,344,448,192,135,401,182,108,416,0,,,
2,1775669114560,-8628,-4551,24508,5440365,-587652,156381,0,0,0,257,390,242,356,344,388,519,523,296,321,375,224,0,,,
1,1775669114576,-11026,148,25771,6800151,322536,2449569,0,0,0,357,366,191,386,297,424,184,137,361,173,107,338,0,,,
2,1775669114576,626,378,23823,3803246,-251676,-531452,0,0,0,275,417,271,365,363,400,519,557,293,331,429,250,0,,,
1,1775669114592,-11184,1009,29217,7640702,568104,3004235,0,0,0,296,333,197,323,262,384,183,165,329,148,133,277,0,,,
2,1775669114592,4484,-4,16697,1523497,-474031,-32986,0,0,0,312,447,287,380,386,407,538,557,306,259,354,289,0,,,
1,1775669114608,-10586,3316,31002,8280889,886976,3387858,0,0,0,248,294,182,284,226,321,229,201,277,155,180,191,0,,,
2,1775669114608,1005,-335,11495,475253,-244346,240680,0,0,0,328,453,287,388,380,416,535,560,306,269,346,317,0,,,
1,1775669114624,-11284,6077,28738,8685281,1557706,3645643,0,0,0,257,263,188,271,176,276,281,216,270,180,211,145,0,,,
2,1775669114624,-38,679,9547,232128,94073,131946,0,0,0,344,455,291,377,416,403,535,566,315,315,384,321,0,,,
1,1775669114640,-14783,10040,18865,8563108,2190562,3870442,0,0,0,260,260,198,270,163,274,295,223,279,186,225,139,0,,,
2,1775669114640,1210,1411,9925,338419,124616,-25656,0,0,0,356,461,301,390,393,428,539,562,312,285,352,353,0,,,
1,1775669114656,-16573,14467,11246,7359704,1728748,4019493,0,0,0,260,270,202,267,181,273,298,224,280,186,227,143,0,,,
2,1775669114656,1804,1387,10308,290771,-56199,-26878,0,0,0,364,465,304,398,388,431,542,562,309,278,337,360,0,,,
1,1775669114672,-9987,20014,10189,3213151,466701,2618168,0,0,0,263,274,201,269,183,269,303,223,276,195,226,142,0,,,
2,1775669114672,1397,1273,10212,212581,-160046,1221,0,0,0,368,464,303,396,384,427,537,554,304,323,344,355,0,,,
1,1775669114688,-3015,20368,10275,-1651779,711047,-263893,0,0,0,265,273,197,276,170,268,307,222,276,203,227,137,0,,,
2,1775669114688,1057,1296,10107,217468,-172263,-9773,0,0,0,370,467,301,399,394,430,536,545,311,301,322,361,0,,,
1,1775669114704,-4460,13098,7652,-4513072,2149023,-2803871,0,0,0,266,276,193,276,169,261,313,224,282,202,225,133,0,,,
2,1775669114704,942,1469,10222,277332,-112399,-30543,0,0,0,375,468,300,402,398,433,533,526,318,264,291,369,0,,,
1,1775669114720,-10313,6168,3814,-4583932,1643227,-2729345,0,0,0,265,276,195,276,169,264,317,228,281,207,229,139,0,,,
2,1775669114720,918,1564,10284,375071,0,-41538,0,0,0,378,465,298,403,391,435,525,504,319,260,271,375,0,,,
1,1775669114736,-10399,3986,2948,-4240626,53756,-1682322,0,0,0,261,276,197,276,172,267,312,228,278,207,233,139,0,,,
2,1775669114736,1024,1426,10131,459370,95294,-43982,0,0,0,383,464,298,403,386,435,522,486,321,259,253,381,0,,,
1,1775669114752,-6441,4412,4895,-4287052,-696386,-941954,0,0,0,264,277,197,278,174,268,318,234,282,209,237,139,0,,,
2,1775669114752,1158,1210,9916,508239,144164,-47647,0,0,0,393,468,304,404,384,437,523,469,326,256,235,387,0,,,
1,1775669114768,-4307,4900,7073,-4740314,-488692,-830776,0,0,0,264,277,195,279,172,266,322,237,284,211,233,138,0,,,
2,1775669114768,1229,1062,9801,486248,131946,-50090,0,0,0,395,471,300,407,387,448,519,451,335,246,220,404,0,,,
1,1775669114784,-5072,4838,8858,-5497787,-86742,-1120326,0,0,0,261,278,195,279,171,266,320,238,281,209,233,134,0,,,
2,1775669114784,1335,1009,9777,439822,83077,-52534,0,0,0,405,475,304,409,391,451,511,426,336,246,203,407,0,,,
1,1775669114800,-6609,3996,10476,-6251594,-349414,-1380555,0,0,0,260,278,195,279,174,267,313,235,280,202,233,134,0,,,
2,1775669114800,1459,971,9810,409279,10995,-62308,0,0,0,406,475,315,417,396,456,508,407,339,248,195,407,0,,,
1,1775669114816,-6968,2962,12136,-6746395,-921184,-1524719,0,0,0,258,278,197,280,177,271,314,237,279,204,237,134,0,,,
2,1775669114816,1497,923,9868,395840,-65973,-75747,0,0,0,421,490,309,422,401,457,508,392,345,248,186,423,0,,,
1,1775669114832,-6360,1933,14204,-6995628,-1384220,-1657888,0,0,0,256,280,198,281,178,273,316,236,278,208,236,134,0,,,
2,1775669114832,1430,880,9935,392175,-128281,-87964,0,0,0,417,487,304,423,404,461,505,377,346,263,186,431,0,,,
1,1775669114848,-6154,1062,16357,-7132462,-1648114,-1765400,0,0,0,252,281,199,280,177,274,316,236,279,207,233,132,0,,,
2,1775669114848,1320,818,9978,399505,-156381,-103847,0,0,0,426,488,310,423,404,464,494,348,347,254,180,446,0,,,
1,1775669114864,-6470,157,18913,-7158118,-1893682,-1753183,0,0,0,243,281,201,275,177,273,314,235,280,207,232,133,0,,,
2,1775669114864,1239,722,9997,414166,-128281,-124616,0,0,0,431,502,313,426,404,480,494,333,355,250,173,462,0,,,
1,1775669114880,-6489,-804,21986,-7027393,-2194227,-1602910,0,0,0,235,283,203,275,177,276,311,230,279,210,231,136,0,,,
2,1775669114880,1378,655,10078,441044,-65973,-156381,0,0,0,444,510,311,430,410,479,486,310,359,252,173,472,0,,,
1,1775669114896,-6331,-1584,25096,-6849021,-2337170,-1573588,0,0,0,235,282,204,279,178,280,309,225,277,208,229,138,0,,,
2,1775669114896,1593,650,10232,487470,-57421,-200363,0,0,0,458,516,313,452,450,471,480,290,367,256,174,491,0,,,
1,1775669114912,-6542,-2775,28556,-6660874,-2342057,-1828930,0,0,0,235,283,206,276,179,277,311,226,281,206,226,138,0,,,
2,1775669114912,1608,655,10404,583987,-151494,-250454,0,0,0,461,526,317,455,457,476,472,267,368,260,173,506,0,,,
1,1775669114928,-6494,-6743,31811,-6542366,-2647489,-2392148,0,0,0,237,291,205,277,182,279,315,227,286,210,223,134,0,,,
2,1775669114928,1569,593,10476,717155,-250454,-300545,0,0,0,463,532,322,446,438,492,455,239,364,262,173,518,0,,,
1,1775669114944,-5307,-14017,33448,-6481280,-3028669,-2767219,0,0,0,238,290,202,278,180,278,314,225,287,208,221,131,0,,,
2,1775669114944,1631,406,10605,836885,-216246,-366519,0,0,0,474,532,323,452,448,501,434,218,365,265,176,536,0,,,
1,1775669114960,-4063,-26795,29916,-6184399,-2773328,-2404365,0,0,0,236,286,196,284,184,278,314,224,272,211,224,126,0,,,
2,1775669114960,1588,248,11222,1010371,-118507,-441044,0,0,0,484,534,308,455,461,504,415,208,370,268,179,549,0,,,
1,1775669114976,-1670,-40310,22474,-5272988,-2381152,-1103222,0,0,0,237,287,196,292,184,278,315,227,273,211,226,130,0,,,
2,1775669114976,1167,363,12333,1286482,-47647,-467922,0,0,0,489,542,300,461,469,511,398,203,372,274,182,562,0,,,
1,1775669114992,6853,-48370,16286,-3554013,-2152689,717155,0,0,0,226,276,177,292,177,262,331,250,264,217,256,120,0,,,
2,1775669114992,670,564,13357,1758070,-37873,-408057,0,0,0,486,548,291,469,488,511,365,198,372,282,186,576,0,,,
1,1775669115008,17841,-49853,16898,-1130100,-563217,1725083,0,0,0,221,269,166,264,172,246,354,327,263,235,339,110,0,,,
2,1775669115008,780,473,13921,2262644,-41538,-333532,0,0,0,490,543,253,467,489,514,323,196,378,267,180,582,0,,,
1,1775669115024,18339,-42411,20636,1817934,2937040,1390329,0,0,0,218,269,142,249,162,225,410,400,241,278,397,94,0,,,
2,1775669115024,1397,282,14778,2849075,-8552,-316428,0,0,0,498,535,237,464,498,514,291,196,369,266,181,580,0,,,
1,1775669115040,3278,-9255,18056,4560719,5545434,530231,0,0,0,232,261,130,260,178,220,453,450,246,335,421,90,0,,,
2,1775669115040,2718,435,16726,3698178,-25656,-425162,0,0,0,503,530,236,449,477,505,258,183,366,263,178,581,0,,,
1,1775669115056,-3933,10050,17157,5678603,4828278,-17104,0,0,0,231,258,128,278,174,243,472,472,259,382,431,86,0,,,
2,1775669115056,4072,827,19114,4613254,-213802,-641408,0,0,0,504,520,243,441,477,503,244,164,380,253,170,557,0,,,
1,1775669115072,464,4962,22306,5791002,1809382,-34208,0,0,0,230,265,156,288,169,279,483,481,286,408,441,106,0,,,
2,1775669115072,5963,1225,22593,5821545,-526565,-1038470,0,0,0,494,507,246,450,456,493,244,149,373,243,151,487,0,,,
1,1775669115088,1229,-3699,27102,4387234,206472,408057,0,0,0,238,278,190,297,180,298,494,480,297,415,452,120,0,,,
2,1775669115088,7236,1569,27336,7104362,-781907,-1492954,0,0,0,440,488,233,435,447,477,243,146,350,221,142,418,0,,,
1,1775669115104,-3067,-3163,20641,2214997,89186,257785,0,0,0,247,284,209,316,193,313,509,479,298,423,465,136,0,,,
2,1775669115104,7595,2368,31892,8234463,-745255,-1850921,0,0,0,377,462,213,402,423,442,253,160,324,198,137,365,0,,,
1,1775669115120,-3680,641,10504,1045801,182037,-230907,0,0,0,261,282,225,341,198,335,527,489,319,443,486,179,0,,,
2,1775669115120,7599,4225,33314,9172752,-342084,-2171015,0,0,0,317,433,213,361,382,405,272,198,289,166,125,298,0,,,
1,1775669115136,-2546,727,7317,537561,218689,-338419,0,0,0,295,289,233,362,197,336,539,487,320,465,499,191,0,,,
2,1775669115136,7815,5422,31390,9764069,497244,-2533869,0,0,0,267,412,229,323,353,376,290,244,265,134,122,230,0,,,
1,1775669115152,-2043,-19,9863,173485,368962,-140499,0,0,0,305,290,253,368,198,346,547,480,314,480,503,209,0,,,
2,1775669115152,8662,7829,23608,9597914,1038470,-3028669,0,0,0,245,406,232,313,350,362,299,270,265,125,131,206,0,,,
1,1775669115168,-1957,612,11203,-68416,438601,-8552,0,0,0,306,293,273,370,192,370,554,483,354,465,504,226,0,,,
2,1775669115168,7614,13601,14079,8158716,610865,-3665191,0,0,0,242,411,228,316,353,362,301,279,262,127,131,205,0,,,
1,1775669115184,-1943,1512,10638,-17104,307876,10995,0,0,0,313,303,257,371,200,373,552,482,351,467,501,251,0,,,
2,1775669115184,3933,20378,10351,3974289,-827111,-3227811,0,0,0,241,411,227,315,352,356,302,280,253,128,127,203,0,,,
1,1775669115200,-1914,1474,10007,191811,120951,23212,0,0,0,312,317,273,371,229,379,547,477,343,455,507,258,0,,,
2,1775669115200,2412,21684,9423,-1429424,-1912008,-1687209,0,0,0,244,412,227,320,354,361,308,283,252,130,127,202,0,,,
1,1775669115216,-1885,1172,10031,318871,2443,42760,0,0,0,312,318,264,372,219,380,543,477,343,447,499,275,0,,,
2,1775669115216,4072,13653,8360,-5108055,-2048842,103847,0,0,0,243,414,231,319,353,360,309,287,257,132,132,205,0,,,
1,1775669115232,-1933,1162,10270,359188,-69638,59864,0,0,0,317,328,254,409,228,376,545,430,339,443,484,285,0,,,
2,1775669115232,6101,5891,4924,-5061629,-1546710,603534,0,0,0,243,414,231,318,353,358,314,288,260,132,132,204,0,,,
1,1775669115248,-1962,1201,10102,399505,-139277,64751,0,0,0,319,329,255,403,238,380,541,425,346,430,463,299,0,,,
2,1775669115248,7097,3441,2742,-4400673,-852767,470366,0,0,0,239,418,233,321,355,361,309,284,256,131,134,205,0,,,
1,1775669115264,-2024,1062,9767,422718,-184481,64751,0,0,0,325,329,251,414,239,384,534,419,351,426,449,310,0,,,
2,1775669115264,6274,5532,3732,-4527733,-118507,249233,0,0,0,240,420,233,319,355,361,309,284,256,127,131,201,0,,,
1,1775669115280,-2105,890,9571,399505,-177150,67195,0,0,0,328,330,242,423,238,390,525,396,353,415,432,321,0,,,
2,1775669115280,4895,6575,6207,-5409822,268780,426383,0,0,0,237,420,232,321,357,362,310,287,256,130,131,201,0,,,
1,1775669115296,-2167,818,9547,348193,-125838,75747,0,0,0,321,330,235,409,240,393,520,375,354,406,407,328,0,,,
2,1775669115296,4522,5455,7815,-5995031,575435,722042,0,0,0,237,418,230,320,358,361,308,288,253,128,131,197,0,,,
1,1775669115312,-2196,804,9585,317649,-80634,83077,0,0,0,311,333,235,391,244,394,517,363,357,398,384,331,0,,,
2,1775669115312,4321,4292,8571,-5963266,987158,866206,0,0,0,236,418,233,317,358,361,309,289,255,129,132,200,0,,,
1,1775669115328,-2177,770,9629,300545,-31764,87964,0,0,0,307,339,237,389,245,400,506,348,357,378,372,336,0,,,
2,1775669115328,3488,3948,9997,-5931501,1368338,998153,0,0,0,234,418,234,316,355,360,301,288,256,125,131,200,0,,,
1,1775669115344,-2096,741,9672,295658,-8552,94073,0,0,0,312,335,235,392,239,406,504,327,353,377,363,344,0,,,
2,1775669115344,2675,4245,12160,-6087882,1494176,1175304,0,0,0,233,418,234,316,354,360,300,287,256,125,131,200,0,,,
1,1775669115360,-2014,727,9719,299323,-10995,94073,0,0,0,317,341,245,396,246,400,508,308,358,387,349,345,0,,,
2,1775669115360,3182,4130,13931,-6366437,1517389,1281595,0,0,0,232,418,233,317,356,363,308,289,256,126,133,200,0,,,
1,1775669115376,-2024,717,9758,318871,-15882,91629,0,0,0,319,361,246,385,322,392,516,308,362,386,345,360,0,,,
2,1775669115376,3732,3804,16013,-6627887,1705535,1277930,0,0,0,231,416,230,319,357,363,310,291,258,124,133,199,0,,,
1,1775669115392,-2067,684,9791,366519,-14660,94073,0,0,0,332,359,238,406,288,399,511,282,362,377,322,366,0,,,
2,1775669115392,3752,3469,18975,-6860016,1965764,1178969,0,0,0,230,414,231,319,356,364,312,291,260,126,132,200,0,,,
1,1775669115408,-2067,607,9844,419053,-21991,103847,0,0,0,334,354,242,398,270,425,496,261,389,375,301,387,0,,,
2,1775669115408,3785,3278,22143,-7064045,2080607,1138652,0,0,0,233,416,234,318,355,362,314,289,263,126,131,200,0,,,
1,1775669115424,-2105,497,9901,467922,-46425,124616,0,0,0,333,375,241,413,284,433,489,251,386,362,286,405,0,,,
2,1775669115424,4374,3015,26618,-7252192,2096489,1242499,0,0,0,237,417,239,318,354,362,313,284,261,130,131,202,0,,,
1,1775669115440,-2321,397,9920,519235,-79412,169820,0,0,0,340,371,256,421,284,449,484,234,380,349,257,428,0,,,
2,1775669115440,5407,574,30964,-7326717,2166128,1595580,0,0,0,235,417,235,320,355,362,316,282,262,129,128,201,0,,,
1,1775669115456,-2536,320,9935,586430,-106290,267558,0,0,0,353,377,255,424,297,453,475,224,384,330,234,443,0,,,
2,1775669115456,5738,-5896,33677,-7217983,2515543,2039068,0,0,0,238,416,233,324,355,365,321,282,262,127,126,199,0,,,
1,1775669115472,-2617,287,10011,649960,-98960,359188,0,0,0,379,394,244,439,323,458,466,217,395,323,218,459,0,,,
2,1775669115472,4307,-17329,34969,-6686530,2950479,2245540,0,0,0,237,413,233,324,353,373,321,280,274,132,127,205,0,,,
1,1775669115488,-2555,215,10126,720820,-69638,444709,0,0,0,395,408,247,455,338,473,457,209,402,312,202,478,0,,,
2,1775669115488,2727,-31251,30911,-5556430,2361605,1657888,0,0,0,240,414,231,329,357,372,325,283,270,130,129,201,0,,,
1,1775669115504,-2177,95,10581,828333,-45204,498466,0,0,0,392,420,242,467,346,483,455,206,406,297,191,493,0,,,
2,1775669115504,-272,-42947,22182,-3870442,1731192,379958,0,0,0,241,414,230,331,359,374,327,284,268,130,132,201,0,,,
1,1775669115520,-1818,71,11476,1037249,-59864,476474,0,0,0,391,427,216,478,365,485,448,202,414,291,185,508,0,,,
2,1775669115520,-7250,-47360,15989,-1916895,1475850,-970053,0,0,0,233,406,222,330,358,370,337,304,268,144,162,203,0,,,
1,1775669115536,-1651,14,12146,1335351,-108734,423940,0,0,0,397,420,208,478,394,496,413,191,432,278,181,527,0,,,
2,1775669115536,-12634,-44637,16865,21991,400727,-1336573,0,0,0,231,396,217,327,356,362,362,379,260,153,193,193,0,,,
1,1775669115552,-1612,-119,12510,1667662,-215024,364075,0,0,0,434,418,204,482,398,520,385,183,432,264,172,542,0,,,
2,1775669115552,-11308,-31490,22368,1933999,-1439198,-704938,0,0,0,233,374,207,322,341,353,394,435,253,168,232,185,0,,,
1,1775669115568,-2172,-129,13314,2085493,-368962,344527,0,0,0,428,417,195,484,411,522,348,183,435,259,171,549,0,,,
2,1775669115568,-1493,-1531,19109,3723834,-3462384,389732,0,0,0,239,359,189,321,329,345,423,459,251,186,280,183,0,,,
1,1775669115584,-3201,-9,14539,2613281,-423940,430049,0,0,0,428,407,194,475,378,516,324,167,440,260,162,554,0,,,
2,1775669115584,3417,12715,12352,4852713,-3865555,1086118,0,0,0,245,363,187,326,327,351,445,475,257,206,335,185,0,,,
1,1775669115600,-4460,148,15960,3325550,-296880,662177,0,0,0,427,430,202,453,398,524,268,170,432,247,172,542,0,,,
2,1775669115600,-2225,2933,14252,5379279,-2134363,982271,0,0,0,247,369,207,331,329,365,465,492,270,224,374,192,0,,,
1,1775669115616,-5896,397,17812,4190535,-112399,1021366,0,0,0,441,393,214,440,350,507,213,153,424,210,130,533,0,,,
2,1775669115616,-5733,-2115,21220,5037194,-597426,97738,0,0,0,253,381,222,338,334,371,485,508,275,231,376,199,0,,,
1,1775669115632,-7887,579,21071,5275432,87964,1562593,0,0,0,414,367,209,420,332,474,200,144,408,186,108,462,0,,,
2,1775669115632,-1416,-234,21971,4020715,-15882,-759916,0,0,0,263,399,250,346,338,377,502,521,281,239,372,216,0,,,
1,1775669115648,-9858,545,24436,6266255,241902,2100154,0,0,0,369,353,196,389,317,438,201,147,383,172,109,373,0,,,
2,1775669115648,3340,1430,15687,2673146,-100181,-405614,0,0,0,275,417,274,355,349,385,514,531,279,254,369,237,0,,,
1,1775669115664,-11026,832,27255,7204544,349414,2659707,0,0,0,314,337,186,356,280,398,200,159,341,159,123,293,0,,,
2,1775669115664,3091,612,11064,1434311,-201585,163711,0,0,0,287,430,288,370,363,399,520,543,288,279,385,263,0,,,
1,1775669115680,-10945,2158,28533,7970569,310319,3147177,0,0,0,262,317,180,312,248,338,219,194,298,155,164,219,0,,,
2,1775669115680,856,-650,10514,547335,-296880,295658,0,0,0,318,447,297,379,366,401,523,550,288,311,409,275,0,,,
1,1775669115696,-10308,4852,28590,8392066,497244,3550348,0,0,0,251,274,176,274,197,275,269,225,270,169,209,156,0,,,
2,1775669115696,689,124,11055,191811,-326202,74525,0,0,0,337,453,309,386,370,410,523,551,289,313,408,288,0,,,
1,1775669115712,-11505,8269,21722,8351749,1474628,3800803,0,0,0,263,247,179,271,161,253,305,232,263,187,229,129,0,,,
2,1775669115712,1000,1081,10672,109955,-276111,-24434,0,0,0,354,454,314,390,371,408,526,559,290,319,406,294,0,,,
1,1775669115728,-15769,12907,11198,7645589,1787391,4051258,0,0,0,263,256,188,281,170,261,307,234,265,193,236,130,0,,,
2,1775669115728,1095,1435,10212,113620,-171042,-14660,0,0,0,363,455,315,392,372,409,530,556,291,323,401,302,0,,,
1,1775669115744,-15060,19186,7872,4930904,62308,3703065,0,0,0,261,262,194,277,171,265,303,233,265,194,234,136,0,,,
2,1775669115744,1076,1383,10189,144164,-112399,-2443,0,0,0,367,458,314,395,375,411,535,553,295,319,396,306,0,,,
1,1775669115760,-4704,22426,10394,-526565,-575435,1084896,0,0,0,263,268,201,276,174,270,312,235,266,195,236,139,0,,,
2,1775669115760,1024,1407,10279,204028,-101403,-19547,0,0,0,370,460,319,394,373,412,527,539,295,359,427,303,0,,,
1,1775669115776,-2062,16932,9806,-4004832,1059240,-1727526,0,0,0,261,271,201,272,174,277,311,239,274,192,235,144,0,,,
2,1775669115776,952,1469,10275,288328,-64751,-32986,0,0,0,374,465,321,396,375,416,528,530,299,329,386,314,0,,,
1,1775669115792,-8772,8456,5422,-4674340,1942551,-2763554,0,0,0,259,273,201,278,178,278,311,238,273,199,239,143,0,,,
2,1775669115792,942,1426,10160,364075,-2443,-30543,0,0,0,379,469,321,398,379,418,527,519,307,276,326,332,0,,,
1,1775669115808,-11801,4580,2861,-3999945,-125838,-1497841,0,0,0,256,271,202,276,176,278,312,241,272,203,243,143,0,,,
2,1775669115808,1014,1268,10016,410501,42760,-23212,0,0,0,385,469,319,399,379,418,524,505,315,278,316,342,0,,,
1,1775669115824,-7226,4742,4407,-3848451,-1745852,-353080,0,0,0,253,270,203,276,176,279,313,241,272,202,244,141,0,,,
2,1775669115824,1067,1124,9901,410501,35430,-24434,0,0,0,391,471,317,404,380,422,527,496,318,284,309,349,0,,,
1,1775669115840,-2225,5862,7719,-4486194,-1452637,-288328,0,0,0,253,273,199,277,181,271,314,244,267,201,246,135,0,,,
2,1775669115840,1076,1024,9796,381179,15882,-30543,0,0,0,397,477,320,407,388,429,519,478,314,280,305,354,0,,,
1,1775669115856,-1933,5786,9753,-5238780,-825889,-764803,0,0,0,252,275,199,278,179,270,316,245,269,201,245,133,0,,,
2,1775669115856,1124,1009,9801,339641,0,-32986,0,0,0,403,475,317,410,391,434,515,459,317,280,296,363,0,,,
1,1775669115872,-3699,4670,10777,-5791002,-922406,-1207069,0,0,0,249,274,208,275,175,275,315,242,273,202,246,138,0,,,
2,1775669115872,1206,976,9834,311541,-35430,-36651,0,0,0,410,484,320,410,391,438,515,450,318,271,265,372,0,,,
1,1775669115888,-3421,3397,12213,-6046344,-1696983,-1374446,0,0,0,248,274,213,275,177,279,316,241,274,203,246,141,0,,,
2,1775669115888,1229,904,9853,293215,-91629,-46425,0,0,0,414,488,318,417,398,446,516,442,321,256,225,378,0,,,
1,1775669115904,-2144,2713,14137,-6148969,-2042733,-1473406,0,0,0,249,277,210,277,181,279,319,246,273,224,240,150,0,,,
2,1775669115904,1129,875,9877,283441,-130725,-58643,0,0,0,419,488,318,417,395,446,511,431,321,248,214,380,0,,,
1,1775669115920,-2129,2316,16367,-6273586,-1907121,-1584584,0,0,0,247,279,205,276,183,277,317,246,272,234,239,154,0,,,
2,1775669115920,1048,890,9906,283441,-140499,-64751,0,0,0,424,497,323,417,395,448,502,414,324,255,210,395,0,,,
1,1775669115936,-2713,1804,18506,-6412863,-1882686,-1605353,0,0,0,243,280,208,273,183,278,313,243,272,205,246,139,0,,,
2,1775669115936,1014,880,9940,296880,-130725,-65973,0,0,0,430,499,328,420,400,452,506,405,332,254,201,407,0,,,
1,1775669115952,-2962,1095,20914,-6504493,-1943773,-1604132,0,0,0,239,279,209,270,180,276,315,242,274,204,242,139,0,,,
2,1775669115952,1048,823,10016,327423,-122173,-65973,0,0,0,443,504,330,420,402,456,503,389,340,256,198,424,0,,,
1,1775669115968,-3546,339,23340,-6524040,-1880243,-1743409,0,0,0,235,278,204,274,184,279,317,241,273,200,237,134,0,,,
2,1775669115968,1091,760,10093,378736,-117286,-75747,0,0,0,450,507,337,426,412,464,502,370,343,261,192,439,0,,,
1,1775669115984,-5173,-966,25910,-6464175,-1767844,-2075720,0,0,0,232,277,205,272,185,278,317,234,273,201,234,137,0,,,
2,1775669115984,1115,698,10141,448375,-92851,-100181,0,0,0,460,511,340,434,418,470,496,346,345,263,184,454,0,,,
1,1775669116000,-7126,-4326,28705,-6366437,-1982868,-2517986,0,0,0,230,285,204,270,201,278,317,239,275,201,232,138,0,,,
2,1775669116000,1177,646,10198,521678,-48869,-133168,0,0,0,473,519,347,441,422,478,485,316,347,263,176,471,0,,,
1,1775669116016,-8202,-10045,30854,-6296798,-2465452,-2819753,0,0,0,231,278,204,271,180,277,320,229,272,203,228,136,0,,,
2,1775669116016,1330,626,10413,612086,0,-178372,0,0,0,481,522,356,444,427,485,474,286,353,263,170,486,0,,,
1,1775669116032,-7791,-20148,29657,-6146526,-2746450,-2565634,0,0,0,231,277,201,278,181,280,324,228,275,211,231,133,0,,,
2,1775669116032,1483,626,10849,737925,15882,-235793,0,0,0,489,521,348,446,429,490,458,255,360,264,169,505,0,,,
1,1775669116048,-5317,-33543,24139,-5558873,-2761110,-1555262,0,0,0,232,278,203,280,181,284,330,230,276,208,229,132,0,,,
2,1775669116048,1497,612,11371,926071,-24434,-284663,0,0,0,498,529,333,448,442,502,440,231,367,267,173,534,0,,,
1,1775669116064,2919,-44632,17272,-4084244,-2739119,146607,0,0,0,226,276,195,274,181,278,333,243,276,208,239,130,0,,,
2,1775669116064,1325,569,12098,1233947,-37873,-315206,0,0,0,496,539,310,459,462,497,417,219,368,269,170,542,0,,,
1,1775669116080,13519,-47772,15123,-1973094,-1576032,1314581,0,0,0,221,263,186,269,173,277,369,289,274,237,284,126,0,,,
2,1775669116080,1182,526,13137,1696983,12217,-337197,0,0,0,508,536,300,477,470,501,388,204,374,280,178,555,0,,,
1,1775669116096,17018,-46384,18415,311541,1182635,1467298,0,0,0,220,243,172,258,158,256,416,358,260,277,351,109,0,,,
2,1775669116096,1287,492,14276,2246762,75747,-361632,0,0,0,505,543,284,460,470,506,348,205,377,276,181,566,0,,,
1,1775669116112,7944,-26537,19047,3048217,4910134,766025,0,0,0,225,234,147,258,152,229,447,415,245,309,401,92,0,,,
2,1775669116112,1746,607,15788,2922379,34208,-409279,0,0,0,499,539,252,456,485,506,299,198,374,269,181,571,0,,,
1,1775669116128,-4498,5637,15180,4973664,6017022,-294437,0,0,0,232,238,129,276,159,231,470,453,250,347,425,90,0,,,
2,1775669116128,2684,794,17563,3776368,-100181,-519235,0,0,0,507,525,242,443,471,496,262,186,362,273,187,572,0,,,
1,1775669116144,-2268,10074,16290,5596747,3899763,-945619,0,0,0,228,254,131,284,172,242,480,480,266,387,438,97,0,,,
2,1775669116144,4168,1249,19885,4836830,-343306,-747699,0,0,0,507,523,246,431,473,489,247,173,362,254,173,537,0,,,
1,1775669116160,5106,-301,23460,5329188,1231504,-301767,0,0,0,230,285,141,291,189,252,487,486,278,406,446,101,0,,,
2,1775669116160,5977,1770,23259,6036570,-685390,-1120326,0,0,0,490,505,244,424,470,483,238,158,359,226,156,469,0,,,
1,1775669116176,2938,-3584,25551,4072027,215024,590095,0,0,0,239,258,161,301,171,257,509,501,292,413,460,101,0,,,
